# frame  Ti_index  nn_rank  nn_index  nn_symbol  distance_A
1469 1 4 14 O 1.9988136481423173
1469 2 1 5 O 1.7463888455896641
1469 2 2 11 O 1.8208253623013932
1469 2 3 4 O 1.942976325125965
1469 2 4 14 O 1.9995411973750379
1469 9 1 13 O 1.639660330678278
1469 9 2 3 O 1.9615210934374372
1469 9 3 8 O 2.0236899466074343
1469 9 4 6 O 2.1815343224437247
1469 10 1 7 O 1.6438357582191716
1469 10 2 12 O 1.8775518634647619
1469 10 3 11 O 1.9450963986394092
1469 10 4 5 O 2.018223228485888
1470 0 1 8 O 1.776395789231668
1470 0 2 12 O 1.8171750053310771
1470 0 3 14 O 1.8984333014356862
1470 0 4 6 O 1.929785998498279
1470 1 1 3 O 1.7908168527239183
1470 1 2 6 O 1.836593041476527
1470 1 3 4 O 1.855468404473652
1470 1 4 14 O 1.9927420806516833
1470 2 1 5 O 1.7466175883690167
1470 2 2 11 O 1.82641424654978
1470 2 3 4 O 1.9400461334720884
1470 2 4 14 O 1.9990850407123752
1470 9 1 13 O 1.6349318028590671
1470 9 2 3 O 1.9575650691611761
1470 9 3 8 O 2.020678104003703
1470 9 4 6 O 2.1821484825739974
1470 10 1 7 O 1.6455774062620085
1470 10 2 12 O 1.8815889561750727
1470 10 3 11 O 1.9460249227592128
1470 10 4 5 O 2.0206476684469266
1471 0 1 8 O 1.7746687014764193
1471 0 2 12 O 1.8092023104119672
1471 0 3 14 O 1.8981688544489395
1471 0 4 6 O 1.926102022220007
1471 1 1 3 O 1.7971758400334676
1471 1 2 6 O 1.8395773971214149
1471 1 3 4 O 1.8588539480012947
1471 1 4 14 O 1.9857243011052668
1471 2 1 5 O 1.7462216354174518
1471 2 2 11 O 1.8313953696566996
1471 2 3 4 O 1.9364467459757317
1471 2 4 14 O 1.9992200979381936
1471 9 1 13 O 1.629297087703774
1471 9 2 3 O 1.954667490904783
1471 9 3 8 O 2.0176533398976146
1471 9 4 6 O 2.18407577707368
1471 10 1 7 O 1.648292449779468
1471 10 2 12 O 1.8869157373873375
1471 10 3 11 O 1.9448426671584518
1471 10 4 5 O 2.0223881922123654
1472 0 1 8 O 1.7731576354063956
1472 0 2 12 O 1.8009564125763846
1472 0 3 14 O 1.8989296985407331
1472 0 4 6 O 1.9231643195525439
1472 1 1 3 O 1.8015651528601457
1472 1 2 6 O 1.842679841969299
1472 1 3 4 O 1.8623675791851617
1472 1 4 14 O 1.9804413649487327
1472 2 1 5 O 1.74477104515177
1472 2 2 11 O 1.8356015362817715
1472 2 3 4 O 1.9324135168229393
1472 2 4 14 O 1.9989259616103845
1472 9 1 13 O 1.6217891354920342
1472 9 2 3 O 1.952736029267653
1472 9 3 8 O 2.0132811527454377
1472 9 4 6 O 2.185774462290197
1472 10 1 7 O 1.651886497311483
1472 10 2 12 O 1.8925908168434087
1472 10 3 11 O 1.944680950696026
1472 10 4 5 O 2.0239597328010257
1473 0 1 8 O 1.7721543386511234
1473 0 2 12 O 1.791961216098161
1473 0 3 14 O 1.8997212953483464
1473 0 4 6 O 1.921496031741934
1473 1 1 3 O 1.8059700994202534
1473 1 2 6 O 1.8447005176992823
1473 1 3 4 O 1.8643738895404
1473 1 4 14 O 1.9737208515897073
1473 2 1 5 O 1.7452661688120812
1473 2 2 11 O 1.8398951057057573
1473 2 3 4 O 1.928532602783785
1473 2 4 14 O 1.9982117004962212
1473 9 1 13 O 1.6149532500973518
1473 9 2 3 O 1.9494137580308597
1473 9 3 8 O 2.0105496760836323
1473 9 4 6 O 2.18777192595572
1473 10 1 7 O 1.6549854984258923
1473 10 2 12 O 1.8984325113103178
1473 10 3 11 O 1.9453652613326886
1473 10 4 5 O 2.0268285571305733
1474 0 1 8 O 1.769508971438122
1474 0 2 12 O 1.7835206755179487
1474 0 3 14 O 1.901547001785651
1474 0 4 6 O 1.920411674615628
1474 1 1 3 O 1.8094004531888455
1474 1 2 6 O 1.8477710897186372
1474 1 3 4 O 1.8669357246568505
1474 1 4 14 O 1.968320603966742
1474 2 1 5 O 1.7451022892655892
1474 2 2 11 O 1.8418892474847668
1474 2 3 4 O 1.9250981793144992
1474 2 4 14 O 1.9972225714726939
1474 9 1 13 O 1.607631176607371
1474 9 2 3 O 1.9472773300174782
1474 9 3 8 O 2.006211853219894
1474 9 4 6 O 2.1888195448688776
1474 10 1 7 O 1.6580898648746392
1474 10 2 12 O 1.9062355573223368
1474 10 3 11 O 1.9460835028333188
1474 10 4 5 O 2.028570679074308
1475 0 1 8 O 1.7690240247096702
1475 0 2 12 O 1.7753619349304524
1475 0 3 14 O 1.9024021656842172
1475 0 4 6 O 1.919671326034746
1475 1 1 3 O 1.8118714082406624
1475 1 2 6 O 1.8498867532905903
1475 1 3 4 O 1.8694988633320964
1475 1 4 14 O 1.96202471951808
1475 2 1 5 O 1.7462594308979407
1475 2 2 11 O 1.8433852011991418
1475 2 3 4 O 1.9211415877024787
1475 2 4 14 O 1.9973817862391756
1475 9 1 13 O 1.6016260487392182
1475 9 2 3 O 1.9456338298868059
1475 9 3 8 O 2.0008123350279505
1475 9 4 6 O 2.1914570495448915
1475 10 1 7 O 1.6603237636075683
1475 10 2 12 O 1.912440587312453
1475 10 3 11 O 1.9468040476637598
1475 10 4 5 O 2.0307597100592676
1476 0 1 12 O 1.7673531056356566
1476 0 2 8 O 1.7690466359030788
1476 0 3 14 O 1.905303650340281
1476 0 4 6 O 1.9178201166949937
1476 1 1 3 O 1.8142621089577988
1476 1 2 6 O 1.850990005375502
1476 1 3 4 O 1.8705563343561722
1476 1 4 14 O 1.9554830605249434
1476 2 1 5 O 1.7461363062487418
1476 2 2 11 O 1.8440840544834176
1476 2 3 4 O 1.9180083420047995
1476 2 4 14 O 1.995983216362302
1476 9 1 13 O 1.596538129829664
1476 9 2 3 O 1.942737501568341
1476 9 3 8 O 1.9962574984204817
1476 9 4 6 O 2.1940405648027568
1476 10 1 7 O 1.66255285630262
1476 10 2 12 O 1.9203762652147103
1476 10 3 11 O 1.947403656153495
1476 10 4 5 O 2.0329513029091473
1477 0 1 12 O 1.7604613031816405
1477 0 2 8 O 1.767895924538546
1477 0 3 14 O 1.9072333365375094
1477 0 4 6 O 1.917662379043819
1477 1 1 3 O 1.8137546691876494
1477 1 2 6 O 1.8531111677392695
1477 1 3 4 O 1.871545083614071
1477 1 4 14 O 1.9499689741121524
1477 2 1 5 O 1.7451249238951347
1477 2 2 11 O 1.8433759790124205
1477 2 3 4 O 1.914654276886561
1477 2 4 14 O 1.9955903888323374
1477 9 1 13 O 1.5921523168340395
1477 9 2 3 O 1.9409559500411133
1477 9 3 8 O 1.990638591005409
1477 9 4 6 O 2.1960097905064084
1477 10 1 7 O 1.6639104543213854
1477 10 2 12 O 1.9289844478377738
1477 10 3 11 O 1.9470285051842464
1477 10 4 5 O 2.0342944722925442
1478 0 1 12 O 1.753088132410918
1478 0 2 8 O 1.767727637392141
1478 0 3 14 O 1.9092053320688163
1478 0 4 6 O 1.917662379043819
1478 1 1 3 O 1.8130907313204156
1478 1 2 6 O 1.8532404053441098
1478 1 3 4 O 1.8717831070933404
1478 1 4 14 O 1.9447575684388014
1478 2 1 5 O 1.7452363736754972
1478 2 2 11 O 1.8419606401875148
1478 2 3 4 O 1.9110094191290634
1478 2 4 14 O 1.9946215179827975
1478 9 1 13 O 1.5894335468965035
1478 9 2 3 O 1.9388579112456898
1478 9 3 8 O 1.9852712660994214
1478 9 4 6 O 2.1979795267472353
1478 10 1 7 O 1.6639101538244188
1478 10 2 12 O 1.9376640575703517
1478 10 3 11 O 1.9485258530489145
1478 10 4 5 O 2.035915027696392
1479 0 1 12 O 1.747038064840031
1479 0 2 8 O 1.7675847928741637
1479 0 3 14 O 1.9132033347242523
1479 0 4 6 O 1.9184019391149498
1479 1 1 3 O 1.8125374478890084
1479 1 2 6 O 1.854401790335633
1479 1 3 4 O 1.8708356421663555
1479 1 4 14 O 1.938231410332626
1479 2 1 5 O 1.745560368477699
1479 2 2 11 O 1.839853798539438
1479 2 3 4 O 1.9079701255522843
1479 2 4 14 O 1.994237949694068
1479 9 1 13 O 1.5867646328299607
1479 9 2 3 O 1.937789978300022
1479 9 3 8 O 1.9799146446248637
1479 9 4 6 O 2.2012487365129823
1479 10 1 7 O 1.6630390855298618
1479 10 2 12 O 1.9463946156933336
1479 10 3 11 O 1.949059773326616
1479 10 4 5 O 2.0387429950829996
1480 0 1 12 O 1.741771511995761
1480 0 2 8 O 1.7681300857120215
1480 0 3 14 O 1.9172203837848165
1480 0 4 6 O 1.9184019391149496
1480 1 1 3 O 1.8089071286276692
1480 1 2 6 O 1.8545516978504535
1480 1 3 4 O 1.871077497058847
1480 1 4 14 O 1.9327891762941969
1480 2 1 5 O 1.7459584760239861
1480 2 2 11 O 1.837838948330348
1480 2 3 4 O 1.9043445066478912
1480 2 4 14 O 1.9927109675013084
1480 9 1 13 O 1.5869694388991868
1480 9 2 3 O 1.9362840700682324
1480 9 3 8 O 1.9743528053516675
1480 9 4 6 O 2.203790598037844
1480 10 1 7 O 1.6608073337988365
1480 10 2 11 O 1.9496104739152382
1480 10 3 12 O 1.9550227620158287
1480 10 4 5 O 2.039702429277369
1481 0 1 12 O 1.7371243478807152
1481 0 2 8 O 1.7684719392741293
1481 0 3 6 O 1.9200687487691683
1481 0 4 14 O 1.9212566200276315
1481 1 1 3 O 1.80537558419294
1481 1 2 6 O 1.8547975630779765
1481 1 3 4 O 1.8699395712161395
1481 1 4 14 O 1.928374704252262
1481 2 1 5 O 1.7461391697112805
1481 2 2 11 O 1.8336177355163206
1481 2 3 4 O 1.9019290207576096
1481 2 4 14 O 1.9924665618273247
1481 9 1 13 O 1.5872457276678995
1481 9 2 3 O 1.9347945627378633
1481 9 3 8 O 1.9692978444105402
1481 9 4 6 O 2.207634707101698
1481 10 1 7 O 1.6577059449733538
1481 10 2 11 O 1.951066631358345
1481 10 3 12 O 1.963253931614553
1481 10 4 5 O 2.040669743001057
1482 0 1 12 O 1.7345852530215977
1482 0 2 8 O 1.7690531365676951
1482 0 3 6 O 1.9217372348997144
1482 0 4 14 O 1.9253378924230415
1482 1 1 3 O 1.8006437737653718
1482 1 2 6 O 1.8538956281301275
1482 1 3 4 O 1.8676696710071619
1482 1 4 14 O 1.9238495263403528
1482 2 1 5 O 1.7463295794322444
1482 2 2 11 O 1.830204906561011
1482 2 3 4 O 1.8984240832859238
1482 2 4 14 O 1.9909467597100632
1482 9 1 13 O 1.590573167131899
1482 9 2 3 O 1.9331717461208664
1482 9 3 8 O 1.9639788695400977
1482 9 4 6 O 2.2107550746294806
1482 10 1 7 O 1.6546123413053588
1482 10 2 11 O 1.9506844952477578
1482 10 3 12 O 1.9726862396235239
1482 10 4 5 O 2.041372332525353
1483 0 1 12 O 1.7339114740954917
1483 0 2 8 O 1.7710330318771585
1483 0 3 6 O 1.9230665615105476
1483 0 4 14 O 1.930421974595192
1483 1 1 3 O 1.7950348186038063
1483 1 2 6 O 1.8531710660378873
1483 1 3 4 O 1.866537703878494
1483 1 4 14 O 1.9196507494854371
1483 2 1 5 O 1.7466888675433871
1483 2 2 11 O 1.823979714799482
1483 2 3 4 O 1.8968682083898187
1483 2 4 14 O 1.9900163315912762
1483 9 1 13 O 1.593801116827316
1483 9 2 3 O 1.9319050183691744
1483 9 3 8 O 1.958108526103699
1483 9 4 6 O 2.2151848681317774
1483 10 1 7 O 1.6497714993295287
1483 10 2 11 O 1.9512226935949673
1483 10 3 12 O 1.9799017652398818
1483 10 4 5 O 2.042355502844693
1484 0 1 12 O 1.7333190704541388
1484 0 2 8 O 1.7722807339696496
1484 0 3 6 O 1.9242403696004302
1484 0 4 14 O 1.934519320141311
1484 1 1 3 O 1.7883472817101267
1484 1 2 6 O 1.8524537781008195
1484 1 3 4 O 1.8646551960080986
1484 1 4 14 O 1.915470960364578
1484 2 1 5 O 1.7471960393728003
1484 2 2 11 O 1.8190604717820678
1484 2 3 4 O 1.8946738505610934
1484 2 4 14 O 1.9886339532452924
1484 9 1 13 O 1.5979314753768383
1484 9 2 3 O 1.930763061589899
1484 9 3 8 O 1.9530768034053345
1484 9 4 6 O 2.2195627947863965
1484 10 1 7 O 1.6453270191667064
1484 10 2 11 O 1.952785446484073
1484 10 3 12 O 1.9872234398778614
1484 10 4 5 O 2.042689893253501
1485 0 1 12 O 1.7348717531852318
1485 0 2 8 O 1.7752259011179394
1485 0 3 6 O 1.9270020757643205
1485 0 4 14 O 1.9406086674030907
1485 1 1 3 O 1.7825279801450522
1485 1 2 6 O 1.8505831513336544
1485 1 3 4 O 1.8610171949769836
1485 1 4 14 O 1.9125503914929929
1485 2 1 5 O 1.747722518021668
1485 2 2 11 O 1.8128483113597784
1485 2 3 4 O 1.8920184988524824
1485 2 4 14 O 1.988253002009553
1485 9 1 13 O 1.602853393171066
1485 9 2 3 O 1.9307568464205946
1485 9 3 8 O 1.9468810954960756
1485 9 4 6 O 2.2221611102708105
1485 10 1 7 O 1.6382606630203873
1485 10 2 11 O 1.953450536870591
1485 10 3 12 O 1.9944733640738348
1485 10 4 5 O 2.0430389129921145
1486 0 1 12 O 1.7385456565762087
1486 0 2 8 O 1.777139555578008
1486 0 3 6 O 1.9289328656021183
1486 0 4 14 O 1.9457003880351156
1486 1 1 3 O 1.775755332245971
1486 1 2 6 O 1.847930193486756
1486 1 3 4 O 1.859773642140355
1486 1 4 14 O 1.9090851212033477
1486 2 1 5 O 1.7482682860476535
1486 2 2 11 O 1.8081388221040995
1486 2 3 4 O 1.8898777738255987
1486 2 4 14 O 1.9870083039584914
1486 9 1 13 O 1.6084169235617984
1486 9 2 3 O 1.9296738066315768
1486 9 3 8 O 1.9428605199550482
1486 9 4 6 O 2.2272076688086364
1486 10 1 7 O 1.6329537654201969
1486 10 2 11 O 1.9530965157922942
1486 10 3 12 O 2.001220877364615
1486 10 4 5 O 2.043402554564323
1487 0 1 12 O 1.7433533778325039
1487 0 2 8 O 1.7797879087127206
1487 0 3 6 O 1.930871564863909
1487 0 4 14 O 1.9508154705148306
1487 1 1 3 O 1.7699454793863
1487 1 2 6 O 1.846177943752985
1487 1 3 4 O 1.8565155533956617
1487 1 4 14 O 1.9066465325277258
1487 2 1 5 O 1.748461323564236
1487 2 2 11 O 1.802643891621415
1487 2 3 4 O 1.8885944509078705
1487 2 4 14 O 1.985767861558848
1487 9 1 13 O 1.6149681111402787
1487 9 2 3 O 1.929114045358646
1487 9 3 8 O 1.9369468242571866
1487 9 4 6 O 2.2313182202456017
1487 10 1 7 O 1.6276667349307106
1487 10 2 11 O 1.953767130443134
1487 10 3 12 O 2.004800488826756
1487 10 4 5 O 2.042846053915958
1488 0 1 12 O 1.7486749269089439
1488 0 2 8 O 1.7838189370000532
1488 0 3 6 O 1.9328181497492203
1488 0 4 14 O 1.9559148754483158
1488 1 1 3 O 1.7631304546175817
1488 1 2 6 O 1.8445191785394912
1488 1 3 4 O 1.8538268527562116
1488 1 4 14 O 1.905562908958925
1488 2 1 5 O 1.750644452765895
1488 2 2 11 O 1.7972615279919615
1488 2 3 4 O 1.8862539595717225
1488 2 4 14 O 1.9852158572810163
1488 9 1 13 O 1.6212803582354287
1488 9 2 3 O 1.9270773207113407
1488 9 3 8 O 1.933161917688221
1488 9 4 6 O 2.2360342126184025
1488 10 1 7 O 1.622864134793791
1488 10 2 11 O 1.9536225326300882
1488 10 3 12 O 2.010328082677054
1488 10 4 5 O 2.0426957678518844
1489 0 1 12 O 1.755118229635827
1489 0 2 8 O 1.7859554865673446
1489 0 3 6 O 1.9350421184046611
1489 0 4 14 O 1.961016318137103
1489 1 1 3 O 1.7581257065409173
1489 1 2 6 O 1.8419036348300095
1489 1 3 4 O 1.8518423259014252
1489 1 4 14 O 1.9048564250357558
1489 2 1 5 O 1.7517950793400465
1489 2 2 11 O 1.7918875522755326
1489 2 3 4 O 1.8854665205195238
1489 2 4 14 O 1.9848007456669299
1489 9 1 13 O 1.6285395297627872
1489 9 2 3 O 1.927383978349929
1489 9 3 8 O 1.9288180318526682
1489 9 4 6 O 2.241430346899051
1489 10 1 7 O 1.6184313392912293
1489 10 2 11 O 1.953465894250524
1489 10 3 12 O 2.013425687727262
1489 10 4 5 O 2.0410482600859785
1490 0 1 12 O 1.7615592524805972
1490 0 2 8 O 1.7904161527421492
1490 0 3 6 O 1.9376176093336888
1490 0 4 14 O 1.96407968270129
1490 1 1 3 O 1.7532244579630984
1490 1 2 6 O 1.8412044970616384
1490 1 3 4 O 1.8478411728284443
1490 1 4 14 O 1.9052587750749241
1490 2 1 5 O 1.7524023510598243
1490 2 2 11 O 1.786412606314678
1490 2 3 4 O 1.88490105841129
1490 2 4 14 O 1.9850738021544692
1490 9 1 13 O 1.6343331973621533
1490 9 2 8 O 1.925542261286415
1490 9 3 3 O 1.927483592666874
1490 9 4 6 O 2.246477464832443
1490 10 1 7 O 1.6145110715012143
1490 10 2 11 O 1.9543295525576028
1490 10 3 12 O 2.0168723311107226
1490 10 4 5 O 2.0390443840191415
1491 0 1 12 O 1.7693289688466645
1491 0 2 8 O 1.793938126023303
1491 0 3 6 O 1.9389412059162596
1491 0 4 14 O 1.9691708915175443
1491 1 1 3 O 1.7510950859390815
1491 1 2 6 O 1.8385257681087857
1491 1 3 4 O 1.8452980789021596
1491 1 4 14 O 1.905492587233023
1491 2 1 5 O 1.753407254462009
1491 2 2 11 O 1.7816823510379174
1491 2 3 4 O 1.885446896626898
1491 2 4 14 O 1.9850790916233034
1491 9 1 13 O 1.6393599360726125
1491 9 2 8 O 1.922270272360263
1491 9 3 3 O 1.9279566903849266
1491 9 4 6 O 2.252553218017279
1491 10 1 7 O 1.6132095338176005
1491 10 2 11 O 1.955368507468605
1491 10 3 12 O 2.0183334709606338
1491 10 4 5 O 2.036943052714042
1492 0 1 12 O 1.7776985121217828
1492 0 2 8 O 1.7978793062939458
1492 0 3 6 O 1.941053837481073
1492 0 4 14 O 1.9722489700846593
1492 1 1 3 O 1.7480772294152225
1492 1 2 6 O 1.8359507073993027
1492 1 3 4 O 1.8435091537608377
1492 1 4 14 O 1.9067335943964487
1492 2 1 5 O 1.7544440714938736
1492 2 2 11 O 1.7763344279723907
1492 2 3 4 O 1.8860312828794754
1492 2 4 14 O 1.9853611762095078
1492 9 1 13 O 1.6438238956773927
1492 9 2 8 O 1.9203075274549126
1492 9 3 3 O 1.9270448879047941
1492 9 4 6 O 2.2573845485428485
1492 10 1 7 O 1.6124047258675471
1492 10 2 11 O 1.9542374471900799
1492 10 3 12 O 2.019086179438609
1492 10 4 5 O 2.035059212897748
1493 0 1 12 O 1.7854741667131453
1493 0 2 8 O 1.8027914466182713
1493 0 3 6 O 1.9430249612395616
1493 0 4 14 O 1.9753199740801486
1493 1 1 3 O 1.7479396442669293
1493 1 2 6 O 1.8352868985529212
1493 1 3 4 O 1.8403377407421715
1493 1 4 14 O 1.9098636076955862
1493 2 1 5 O 1.7562750354087482
1493 2 2 11 O 1.773722357078469
1493 2 3 4 O 1.8866356298978348
1493 2 4 14 O 1.985605701039358
1493 9 1 13 O 1.648118017618884
1493 9 2 8 O 1.9170065205940228
1493 9 3 3 O 1.9291537004603858
1493 9 4 6 O 2.2637996819506805
1493 10 1 7 O 1.6133471418141851
1493 10 2 11 O 1.9553500965300306
1493 10 3 12 O 2.0201361340266155
1493 10 4 5 O 2.0318708128225085
1494 0 1 12 O 1.7948660117122948
1494 0 2 8 O 1.8062414013636163
1494 0 3 6 O 1.943448738711675
1494 0 4 14 O 1.9774407702887082
1494 1 1 3 O 1.749701974623107
1494 1 2 6 O 1.8336000109075041
1494 1 3 4 O 1.83706505056299
1494 1 4 14 O 1.9125637244285483
1494 2 1 5 O 1.7575960855668746
1494 2 2 11 O 1.7711216784851345
1494 2 3 4 O 1.8872599185061925
1494 2 4 14 O 1.9861294016251814
1494 9 1 13 O 1.6510048455410418
1494 9 2 8 O 1.9171903922146072
1494 9 3 3 O 1.9295331041472186
1494 9 4 6 O 2.2701695971887212
1494 10 1 7 O 1.6156568323749942
1494 10 2 11 O 1.9553237583581906
1494 10 3 12 O 2.0196526929152943
1494 10 4 5 O 2.0284287022224863
1495 0 1 12 O 1.8032440212017895
1495 0 2 8 O 1.8106346953485677
1495 0 3 6 O 1.9443685350262179
1495 0 4 14 O 1.9784966515008309
1495 1 1 3 O 1.7504847899939031
1495 1 2 6 O 1.8319620629259767
1495 1 3 4 O 1.836294638667771
1495 1 4 14 O 1.915278308758286
1495 2 1 5 O 1.7585906288843918
1495 2 2 11 O 1.7685324424505193
1495 2 3 4 O 1.888327566922646
1495 2 4 14 O 1.9879481884596493
1495 9 1 13 O 1.6532210983410536
1495 9 2 8 O 1.9158042697520015
1495 9 3 3 O 1.9302520560797234
1495 9 4 6 O 2.2759132233018025
1495 10 1 7 O 1.6196857719940623
1495 10 2 11 O 1.9553419138350203
1495 10 3 12 O 2.0183664186663433
1495 10 4 5 O 2.024295926983009
1496 0 1 12 O 1.8105176055482033
1496 0 2 8 O 1.8150553710562112
1496 0 3 6 O 1.9459355076671991
1496 0 4 14 O 1.9805885488914654
1496 1 1 3 O 1.7542576777657266
1496 1 2 6 O 1.831330117701339
1496 1 3 4 O 1.8334014835818153
1496 1 4 14 O 1.9197926971420638
1496 2 1 5 O 1.7587430170437066
1496 2 2 11 O 1.7680096153584686
1496 2 3 4 O 1.890690350110245
1496 2 4 14 O 1.990353486192842
1496 9 1 13 O 1.6532298690744731
1496 9 2 8 O 1.9165241976035678
1496 9 3 3 O 1.930654811197486
1496 9 4 6 O 2.282294021374108
1496 10 1 7 O 1.6241293051970953
1496 10 2 11 O 1.9563936209260138
1496 10 3 12 O 2.0171251820350666
1496 10 4 5 O 2.0201670722987246
1497 0 1 8 O 1.8180126512211072
1497 0 2 12 O 1.819198999559971
1497 0 3 6 O 1.945979444906857
1497 0 4 14 O 1.979747711199586
1497 1 1 3 O 1.7579513645149576
1497 1 2 6 O 1.829866388565023
1497 1 3 4 O 1.8332926662156264
1497 1 4 14 O 1.9249161020678276
1497 2 1 5 O 1.7607364936298673
1497 2 2 11 O 1.7675768724443073
1497 2 3 4 O 1.8928420430664574
1497 2 4 14 O 1.9922913943497322
1497 9 1 13 O 1.6531167532875588
1497 9 2 8 O 1.9175646012585863
1497 9 3 3 O 1.9316127976382844
1497 9 4 6 O 2.2896248601026326
1497 10 1 7 O 1.6295892120408753
1497 10 2 11 O 1.9564521461052913
1497 10 3 12 O 2.015183366346596
1497 10 4 5 O 2.0166184567240277
1498 0 1 8 O 1.8214864808721474
1498 0 2 12 O 1.8254604898490683
1498 0 3 6 O 1.946356853200358
1498 0 4 14 O 1.9798628740395128
1498 1 1 3 O 1.7635671237579813
1498 1 2 6 O 1.8300112021515058
1498 1 3 4 O 1.8308842126142222
1498 1 4 14 O 1.9295375093529539
1498 2 1 5 O 1.762435247037462
1498 2 2 11 O 1.7670441420632366
1498 2 3 4 O 1.8945804284854209
1498 2 4 14 O 1.994843602892217
1498 9 1 13 O 1.650205138763057
1498 9 2 8 O 1.9196460611268944
1498 9 3 3 O 1.933454162890861
1498 9 4 6 O 2.2949895424598346
1498 10 1 7 O 1.6354091231248529
1498 10 2 11 O 1.9574457846898337
1498 10 3 5 O 2.0117557008742386
1498 10 4 12 O 2.012803765894728
1499 0 1 8 O 1.8249915068295521
1499 0 2 12 O 1.8306138314783924
1499 0 3 6 O 1.9467719435003168
1499 0 4 14 O 1.978978019079545
1499 1 1 3 O 1.7693049482777126
1499 1 2 4 O 1.8295936707367568
1499 1 3 6 O 1.8304521299394858
1499 1 4 14 O 1.9348307419513469
1499 2 1 5 O 1.7632538104311586
1499 2 2 11 O 1.7679841628249953
1499 2 3 4 O 1.8978024133191527
1499 2 4 14 O 1.998106353525758
1499 9 1 13 O 1.6480309463113851
1499 9 2 8 O 1.9209458607675542
1499 9 3 3 O 1.935198439437155
1499 9 4 6 O 2.3020047784485596
1499 10 1 7 O 1.6403633743777628
1499 10 2 11 O 1.9586913998892221
1499 10 3 5 O 2.0076394098542694
1499 10 4 12 O 2.011264776204267
1500 0 1 8 O 1.8270470710958708
1500 0 2 12 O 1.8365742565984093
1500 0 3 6 O 1.9456775169590668
1500 0 4 14 O 1.977166912529137
1500 1 1 3 O 1.7759667789685707
1500 1 2 4 O 1.8285010254303935
1500 1 3 6 O 1.8308538991410537
1500 1 4 14 O 1.9400572156511262
1500 2 1 5 O 1.7653651180421572
1500 2 2 11 O 1.7688869381619616
1500 2 3 4 O 1.9008298187896782
1500 2 4 14 O 2.001655814569528
1500 9 1 13 O 1.644318703901406
1500 9 2 8 O 1.9238684986245809
1500 9 3 3 O 1.936850536308881
1500 9 4 6 O 2.3083149698427206
1500 10 1 7 O 1.6462727599034135
1500 10 2 11 O 1.959567554334374
1500 10 3 5 O 2.0039720556933918
1500 10 4 12 O 2.0077484902248086
1501 0 1 8 O 1.829849720605493
1501 0 2 12 O 1.8412237778173515
1501 0 3 6 O 1.9439714504076442
1501 0 4 14 O 1.9753381988915213
1501 1 1 3 O 1.7826822487476561
1501 1 2 4 O 1.8277018356395005
1501 1 3 6 O 1.831164383664121
1501 1 4 14 O 1.9461862706329012
1501 2 1 5 O 1.7660789903059262
1501 2 2 11 O 1.7704875034859748
1501 2 3 4 O 1.9047083766288213
1501 2 4 14 O 2.0058177883347232
1501 9 1 13 O 1.6391122597308583
1501 9 2 8 O 1.92652433153594
1501 9 3 3 O 1.9382089670621174
1501 9 4 6 O 2.3143061595216827
1501 10 1 7 O 1.6507592192685154
1501 10 2 11 O 1.9617897440857417
1501 10 3 5 O 1.9993764027816272
1501 10 4 12 O 2.0045952209860225
1502 0 1 8 O 1.831942411758623
1502 0 2 12 O 1.845069646381946
1502 0 3 6 O 1.9430972698246476
1502 0 4 14 O 1.9725374521159287
1502 1 1 3 O 1.7903502450637976
1502 1 2 4 O 1.8281351153566303
1502 1 3 6 O 1.8324655522000954
1502 1 4 14 O 1.9510584306985785
1502 2 1 5 O 1.767637123393826
1502 2 2 11 O 1.772783122663345
1502 2 3 4 O 1.9083453565851227
1502 2 4 14 O 2.00984302869652
1502 9 1 13 O 1.6331922728203192
1502 9 2 8 O 1.9308000932256038
1502 9 3 3 O 1.939907987508686
1502 9 4 6 O 2.3202312384760275
1502 10 1 7 O 1.6549045289683637
1502 10 2 11 O 1.9629235848600937
1502 10 3 5 O 1.994276811277712
1502 10 4 12 O 2.0027231461188038
1503 0 1 8 O 1.8323967910908379
1503 0 2 12 O 1.8470952872009607
1503 0 3 6 O 1.9414595025392622
1503 0 4 14 O 1.968765095180225
1503 1 1 3 O 1.797065663797514
1503 1 2 4 O 1.8275571126506553
1503 1 3 6 O 1.8327345688887957
1503 1 4 14 O 1.9582372174994531
1503 2 1 5 O 1.768316148204274
1503 2 2 11 O 1.7751016872280865
1503 2 3 4 O 1.912217037890835
1503 2 4 14 O 2.014162356911677
1503 9 1 13 O 1.6271355198630506
1503 9 2 8 O 1.9345353447275138
1503 9 3 3 O 1.9419724508859542
1503 9 4 6 O 2.325588097664761
1503 10 1 7 O 1.6581396201767808
1503 10 2 11 O 1.9649969465625132
1503 10 3 5 O 1.9892010959176551
1503 10 4 12 O 1.9980680669086328
1504 0 1 8 O 1.8333578483209438
1504 0 2 12 O 1.849326634210409
1504 0 3 6 O 1.939711834268173
1504 0 4 14 O 1.9649653940973109
1504 1 1 3 O 1.8038242708201926
1504 1 2 4 O 1.8273779028980293
1504 1 3 6 O 1.8339918211377064
1504 1 4 14 O 1.9627585180046985
1504 2 1 5 O 1.7693512935536573
1504 2 2 11 O 1.7788462553014524
1504 2 3 4 O 1.9160772427018697
1504 2 4 14 O 2.018919760664103
1504 9 1 13 O 1.6210925328308685
1504 9 2 8 O 1.9393553052496593
