# frame  Ti_index  nn_rank  nn_index  nn_symbol  distance_A
229 2 1 5 O 1.7653237663386285
229 2 2 11 O 1.7891880840202354
229 2 3 4 O 1.9361779360379043
229 2 4 14 O 2.0117099691555937
229 9 1 13 O 1.6145005419633651
229 9 2 3 O 1.9181402451332905
229 9 3 8 O 2.0591524955670475
229 9 4 6 O 2.250115997009932
229 10 1 7 O 1.6238491309231904
229 10 2 11 O 1.9132812129950998
229 10 3 12 O 1.9611264620110553
229 10 4 5 O 2.0507098770913452
230 0 1 8 O 1.7318114793475645
230 0 2 12 O 1.7863857366201736
230 0 3 14 O 2.0169643031050404
230 0 4 6 O 2.0254653786228984
230 1 1 6 O 1.7737917014125417
230 1 2 3 O 1.8104568484225192
230 1 3 4 O 1.8882849361259015
230 1 4 14 O 1.9000415784924287
230 2 1 5 O 1.7641944337288904
230 2 2 11 O 1.791314042818846
230 2 3 4 O 1.9380817836200828
230 2 4 14 O 2.00720377640139
230 9 1 13 O 1.6158592141644024
230 9 2 3 O 1.915404918026473
230 9 3 8 O 2.0636680934685208
230 9 4 6 O 2.2466390453297125
230 10 1 7 O 1.6225701833819084
230 10 2 11 O 1.9140308252481202
230 10 3 12 O 1.958209896819031
230 10 4 5 O 2.054182562480755
231 0 1 8 O 1.7349409211843498
231 0 2 12 O 1.7906504404824521
231 0 3 14 O 2.0152965042395126
231 0 4 6 O 2.025905723374116
231 1 1 6 O 1.7684176542887147
231 1 2 3 O 1.8050005540165355
231 1 3 4 O 1.887939352839492
231 1 4 14 O 1.9062877537245002
231 2 1 5 O 1.7639991496596592
231 2 2 11 O 1.793776463219428
231 2 3 4 O 1.9405957848042439
231 2 4 14 O 2.003667138024677
231 9 1 13 O 1.6164411526560438
231 9 2 3 O 1.9119877091655166
231 9 3 8 O 2.0695045300747714
231 9 4 6 O 2.244631150100167
231 10 1 7 O 1.62315402842737
231 10 2 11 O 1.9149187972339716
231 10 3 12 O 1.9553201783851157
231 10 4 5 O 2.0570748649477975
232 0 1 8 O 1.739703997811122
232 0 2 12 O 1.7945854674548103
232 0 3 14 O 2.0146488527780715
232 0 4 6 O 2.0267404865941767
232 1 1 6 O 1.764035430483186
232 1 2 3 O 1.8017016956200047
232 1 3 4 O 1.885594070843457
232 1 4 14 O 1.9112226453241914
232 2 1 5 O 1.7625986497214845
232 2 2 11 O 1.7967562439017708
232 2 3 4 O 1.9426785632214094
232 2 4 14 O 1.999451174697697
232 9 1 13 O 1.618528034974989
232 9 2 3 O 1.90929018224051
232 9 3 8 O 2.0731063648544423
232 9 4 6 O 2.2420992395520765
232 10 1 7 O 1.6251624534181184
232 10 2 11 O 1.91582828040511
232 10 3 12 O 1.9518865233409448
232 10 4 5 O 2.059662350969207
233 0 1 8 O 1.7451263564567465
233 0 2 12 O 1.7980269742136796
233 0 3 14 O 2.012045725126544
233 0 4 6 O 2.027383782119212
233 1 1 6 O 1.7606870817950586
233 1 2 3 O 1.79630008628848
233 1 3 4 O 1.8837518414058687
233 1 4 14 O 1.9168312393113798
233 2 1 5 O 1.7618538531898724
233 2 2 11 O 1.7987078695552536
233 2 3 4 O 1.9442723574643548
233 2 4 14 O 1.996922131681654
233 9 1 13 O 1.6193548097930854
233 9 2 3 O 1.9078464298784639
233 9 3 8 O 2.0763434205352445
233 9 4 6 O 2.2401274517312624
233 10 1 7 O 1.6300294475867605
233 10 2 11 O 1.9178639159231294
233 10 3 12 O 1.9492442125090432
233 10 4 5 O 2.0609805918542756
234 0 1 8 O 1.7510939437962774
234 0 2 12 O 1.801408893061206
234 0 3 14 O 2.008487241682157
234 0 4 6 O 2.027238022532135
234 1 1 6 O 1.7583520694104466
234 1 2 3 O 1.7938851691231523
234 1 3 4 O 1.8803058261889207
234 1 4 14 O 1.9220283556701239
234 2 1 5 O 1.7595843259133677
234 2 2 11 O 1.801600954706674
234 2 3 4 O 1.944598159003551
234 2 4 14 O 1.9932809636375903
234 9 1 13 O 1.6209111635126707
234 9 2 3 O 1.9062452622891943
234 9 3 8 O 2.079050023448209
234 9 4 6 O 2.2385345652904265
234 10 1 7 O 1.6358303701790111
234 10 2 11 O 1.9196317355159558
234 10 3 12 O 1.9474321554292975
234 10 4 5 O 2.063426519166602
235 0 1 8 O 1.7563020810783092
235 0 2 12 O 1.804020232702505
235 0 3 14 O 2.0059713357872293
235 0 4 6 O 2.0263351154239024
235 1 1 6 O 1.7588999403035976
235 1 2 3 O 1.7906582588534306
235 1 3 4 O 1.874860528146027
235 1 4 14 O 1.9282546512325596
235 2 1 5 O 1.7579109761304754
235 2 2 11 O 1.8032185114400308
235 2 3 4 O 1.945331077220533
235 2 4 14 O 1.9899369336740298
235 9 1 13 O 1.6223529209145584
235 9 2 3 O 1.90494146891709
235 9 3 8 O 2.081244099090734
235 9 4 6 O 2.236531689916331
235 10 1 7 O 1.6429856968336642
235 10 2 11 O 1.921456218600882
235 10 3 12 O 1.9454500764604572
235 10 4 5 O 2.064982808645147
236 0 1 8 O 1.7626899897599693
236 0 2 12 O 1.8070096845340924
236 0 3 14 O 2.001488945760131
236 0 4 6 O 2.023585431851099
236 1 1 6 O 1.7595777902667444
236 1 2 3 O 1.7882983531838306
236 1 3 4 O 1.8707886037711476
236 1 4 14 O 1.934199059042269
236 2 1 5 O 1.7552840226014705
236 2 2 11 O 1.8068832281030227
236 2 3 4 O 1.9456160977952461
236 2 4 14 O 1.987051584634883
236 9 1 13 O 1.6228185357580804
236 9 2 3 O 1.9051377902923454
236 9 3 8 O 2.081221996808606
236 9 4 6 O 2.2354836165805376
236 10 1 7 O 1.6512204577221052
236 10 2 11 O 1.924384057302492
236 10 3 12 O 1.9446966344394183
236 10 4 5 O 2.06527988418035
237 0 1 8 O 1.768849908839074
237 0 2 12 O 1.8079543688931974
237 0 3 14 O 1.997002503754064
237 0 4 6 O 2.0229112684445654
237 1 1 6 O 1.7632903901513215
237 1 2 3 O 1.7859465277549607
237 1 3 4 O 1.8652278681169228
237 1 4 14 O 1.9398603042487363
237 2 1 5 O 1.753301172075123
237 2 2 11 O 1.80935927886089
237 2 3 4 O 1.944427422147713
237 2 4 14 O 1.984043598311287
237 9 1 13 O 1.624805526824672
237 9 2 3 O 1.9035674403603358
237 9 3 8 O 2.0825256300943815
237 9 4 6 O 2.233825642255904
237 10 1 7 O 1.6600364453830523
237 10 2 11 O 1.9263854754435834
237 10 3 12 O 1.9429886772701481
237 10 4 5 O 2.0659595833413587
238 0 1 8 O 1.7750233801277095
238 0 2 12 O 1.8096712408611682
238 0 3 14 O 1.9915396054309342
238 0 4 6 O 2.0194779028253813
238 1 1 6 O 1.7679428723802135
238 1 2 3 O 1.7859524069806563
238 1 3 4 O 1.8580734646401904
238 1 4 14 O 1.946128721333715
238 2 1 5 O 1.7513269255053436
238 2 2 11 O 1.8108972914000396
238 2 3 4 O 1.9434263556924405
238 2 4 14 O 1.9822083644258996
238 9 1 13 O 1.625372572673724
238 9 2 3 O 1.9033888199734705
238 9 3 8 O 2.0821849101364656
238 9 4 6 O 2.2327187462822096
238 10 1 7 O 1.6690194726245706
238 10 2 11 O 1.9303642143388384
238 10 3 12 O 1.9423071332824784
238 10 4 5 O 2.065970716152579
239 0 1 8 O 1.7806723449304198
239 0 2 12 O 1.8105551634788706
239 0 3 14 O 1.9861283946411925
239 0 4 6 O 2.016045138383563
239 1 1 6 O 1.772666353265611
239 1 2 3 O 1.7846629933967924
239 1 3 4 O 1.8517853547320218
239 1 4 14 O 1.9506957733075654
239 2 1 5 O 1.7484593218030553
239 2 2 11 O 1.8124384127467617
239 2 3 4 O 1.9428692699201353
239 2 4 14 O 1.9799732321422934
239 9 1 13 O 1.626096553098862
239 9 2 3 O 1.9046479989751386
239 9 3 8 O 2.0790723893121177
239 9 4 6 O 2.231088971780373
239 10 1 7 O 1.6783220787441249
239 10 2 11 O 1.9332446818755251
239 10 3 12 O 1.9428005558986234
239 10 4 5 O 2.0669020296085634
240 0 1 8 O 1.7865679388145306
240 0 2 12 O 1.8109373263589217
240 0 3 14 O 1.9796668911713406
240 0 4 6 O 2.011378631685243
240 1 1 6 O 1.7803724329476684
240 1 2 3 O 1.78537223009657
240 1 3 4 O 1.8435026444244662
240 1 4 14 O 1.95634225022106
240 2 1 5 O 1.74643207712181
240 2 2 11 O 1.8139826349775237
240 2 3 4 O 1.9425081724409812
240 2 4 14 O 1.9782095440069032
240 9 1 13 O 1.62761574089218
240 9 2 3 O 1.9055211885465877
240 9 3 8 O 2.0782333843916567
240 9 4 6 O 2.2295652042494747
240 10 1 7 O 1.686097565385823
240 10 2 11 O 1.9374139980912701
240 10 3 12 O 1.9437504983922191
240 10 4 5 O 2.0660423519376363
241 0 1 8 O 1.791316275815078
241 0 2 12 O 1.8102179426798313
241 0 3 14 O 1.9743089930403497
241 0 4 6 O 2.0068968583362725
241 1 1 3 O 1.7862849716660554
241 1 2 6 O 1.7881423321424947
241 1 3 4 O 1.8350013623973143
241 1 4 14 O 1.9614601703832786
241 2 1 5 O 1.743240086735043
241 2 2 11 O 1.813818348126405
241 2 3 4 O 1.9411092189776442
241 2 4 14 O 1.9760447869418345
241 9 1 13 O 1.6288084601941382
241 9 2 3 O 1.9073554991138908
241 9 3 8 O 2.075746853544526
241 9 4 6 O 2.2287938442126047
241 10 1 7 O 1.691968675832978
241 10 2 11 O 1.9413096095162152
241 10 3 12 O 1.9445014785286225
241 10 4 5 O 2.0657913737839064
242 0 1 8 O 1.7973104907054873
242 0 2 12 O 1.8093272230307045
242 0 3 14 O 1.967927336056898
242 0 4 6 O 2.0029111313285966
242 1 1 3 O 1.7870506428190553
242 1 2 6 O 1.796934333802991
242 1 3 4 O 1.8272572342174487
242 1 4 14 O 1.9663672088396917
242 2 1 5 O 1.740954335989316
242 2 2 11 O 1.8134911083322136
242 2 3 4 O 1.940123965111508
242 2 4 14 O 1.974761757782442
242 9 1 13 O 1.6292087036349885
242 9 2 3 O 1.9092755170482865
242 9 3 8 O 2.070877108859915
242 9 4 6 O 2.2270967648488016
242 10 1 7 O 1.6969637591887463
242 10 2 11 O 1.9446781224665435
242 10 3 12 O 1.9474213719685833
242 10 4 5 O 2.065093460354761
243 0 1 8 O 1.8006190602123484
243 0 2 12 O 1.8077779177764066
243 0 3 14 O 1.9615577993013615
243 0 4 6 O 1.997079117110787
243 1 1 3 O 1.789012576814372
243 1 2 6 O 1.807733110832459
243 1 3 4 O 1.8195257623897496
243 1 4 14 O 1.9719150590225738
243 2 1 5 O 1.7376987656092755
243 2 2 11 O 1.8141876970148374
243 2 3 4 O 1.9385308870379137
243 2 4 14 O 1.974255555899489
243 9 1 13 O 1.629680643561799
243 9 2 3 O 1.911770383701976
243 9 3 8 O 2.067475030078961
243 9 4 6 O 2.2259346351589038
243 10 1 7 O 1.7006613419490668
243 10 2 11 O 1.9487370268971647
243 10 3 12 O 1.9497851163653908
243 10 4 5 O 2.0648762674794825
244 0 1 8 O 1.80455506981638
244 0 2 12 O 1.8061143374659314
244 0 3 14 O 1.9552181463969693
244 0 4 6 O 1.9906724994332945
244 1 1 3 O 1.790618049724731
244 1 2 4 O 1.8114041514802817
244 1 3 6 O 1.8185953370664956
244 1 4 14 O 1.9765105615705676
244 2 1 5 O 1.7356157408827566
244 2 2 11 O 1.8128212818697822
244 2 3 4 O 1.9367441751558203
244 2 4 14 O 1.9733517172567083
244 9 1 13 O 1.6297377089581013
244 9 2 3 O 1.9154626073092629
244 9 3 8 O 2.0624303624607547
244 9 4 6 O 2.225706404717388
244 10 1 7 O 1.7026417708960393
244 10 2 11 O 1.9519700305076406
244 10 3 12 O 1.952165464298557
244 10 4 5 O 2.0625154544875537
245 0 1 12 O 1.8053456732714652
245 0 2 8 O 1.8073530369023092
245 0 3 14 O 1.9479132424212326
245 0 4 6 O 1.9846380022563308
245 1 1 3 O 1.7926017404878305
245 1 2 4 O 1.8043195393277767
245 1 3 6 O 1.8284673910135776
245 1 4 14 O 1.9811766705672667
245 2 1 5 O 1.7332657038088535
245 2 2 11 O 1.8122326009648984
245 2 3 4 O 1.9351782863601998
245 2 4 14 O 1.9724880227773247
245 9 1 13 O 1.6298990766302064
245 9 2 3 O 1.9187746089627098
245 9 3 8 O 2.056287188113567
245 9 4 6 O 2.2239955035925765
245 10 1 7 O 1.7011340335199925
245 10 2 12 O 1.95479103742574
245 10 3 11 O 1.956180717622991
245 10 4 5 O 2.0626977480959248
246 0 1 12 O 1.803236534678687
246 0 2 8 O 1.8100765177196239
246 0 3 14 O 1.9416554792238503
246 0 4 6 O 1.9780396861539455
246 1 1 3 O 1.7944344512965638
246 1 2 4 O 1.796004732733185
246 1 3 6 O 1.840372244954808
246 1 4 14 O 1.9850433244642294
246 2 1 5 O 1.7305712929550172
246 2 2 11 O 1.809500207239557
246 2 3 4 O 1.933406061850433
246 2 4 14 O 1.972066175360249
246 9 1 13 O 1.6296536441833278
246 9 2 3 O 1.9220918292318918
246 9 3 8 O 2.050566263255104
246 9 4 6 O 2.2228283784404046
246 10 1 7 O 1.6989273086274173
246 10 2 12 O 1.9575344185990704
246 10 3 11 O 1.9592644027797779
246 10 4 5 O 2.060738459873062
247 0 1 12 O 1.8012442921491798
247 0 2 8 O 1.8118391208934637
247 0 3 14 O 1.9364028506485935
247 0 4 6 O 1.9723693873106023
247 1 1 4 O 1.7899142437558286
247 1 2 3 O 1.796052337767472
247 1 3 6 O 1.8523242156814774
247 1 4 14 O 1.9901391911120185
247 2 1 5 O 1.7293944026739534
247 2 2 11 O 1.8072769571927818
247 2 3 4 O 1.9320921303084901
247 2 4 14 O 1.9712810555575278
247 9 1 13 O 1.6293501772178995
247 9 2 3 O 1.9274247067006276
247 9 3 8 O 2.0429774839679467
247 9 4 6 O 2.222036228327522
247 10 1 7 O 1.6945860851547203
247 10 2 12 O 1.9613174143926833
247 10 3 11 O 1.9624938216463257
247 10 4 5 O 2.059810913652027
248 0 1 12 O 1.7995835629389372
248 0 2 8 O 1.8131309936129818
248 0 3 14 O 1.9300813454359897
248 0 4 6 O 1.9649002519212009
248 1 1 4 O 1.7844522969247456
248 1 2 3 O 1.7978512174259584
248 1 3 6 O 1.8622685091038833
248 1 4 14 O 1.9933170846606418
248 2 1 5 O 1.7269751011523007
248 2 2 11 O 1.8050537388122272
248 2 3 4 O 1.9301549160624387
248 2 4 14 O 1.9709350572761142
248 9 1 13 O 1.6272814753446927
248 9 2 3 O 1.9326781935956123
248 9 3 8 O 2.0355905776948373
248 9 4 6 O 2.220899817641489
248 10 1 7 O 1.6885239115866855
248 10 2 12 O 1.9651160271088322
248 10 3 11 O 1.965874360176662
248 10 4 5 O 2.057348293313507
249 0 1 12 O 1.7983050353040777
249 0 2 8 O 1.812982625399372
249 0 3 14 O 1.9238069029920857
249 0 4 6 O 1.9583518580684116
249 1 1 4 O 1.7791399607675615
249 1 2 3 O 1.7997077540534188
249 1 3 6 O 1.8742694576821126
249 1 4 14 O 1.996730076900731
249 2 1 5 O 1.7258032912241186
249 2 2 11 O 1.8010352578447766
249 2 3 4 O 1.9288652104281419
249 2 4 14 O 1.972298405414353
249 9 1 13 O 1.6265512595673095
249 9 2 3 O 1.9370640154625762
249 9 3 8 O 2.027101625474165
249 9 4 6 O 2.2214146393683465
249 10 1 7 O 1.6810431285365643
249 10 2 11 O 1.9681224555397967
249 10 3 12 O 1.9686932214034771
249 10 4 5 O 2.0560960580673266
250 0 1 12 O 1.7971435668860738
250 0 2 8 O 1.8135649974566668
250 0 3 14 O 1.9175340935691336
250 0 4 6 O 1.9516306002929962
250 1 1 4 O 1.7743131065288336
250 1 2 3 O 1.8015032611682944
250 1 3 6 O 1.8852718636843868
250 1 4 14 O 2.0004786927133216
250 2 1 5 O 1.7242105439881754
250 2 2 11 O 1.7975266340168647
250 2 3 4 O 1.928009595411807
250 2 4 14 O 1.9720245941671215
250 9 1 13 O 1.6254165619926482
250 9 2 3 O 1.9430154399798267
250 9 3 8 O 2.0177415592686794
250 9 4 6 O 2.219707413151562
250 10 1 7 O 1.6733487383089038
250 10 2 12 O 1.9703781362977006
250 10 3 11 O 1.9713495377532622
250 10 4 5 O 2.053318046479892
251 0 1 12 O 1.7958649726524543
251 0 2 8 O 1.812003035317546
251 0 3 14 O 1.912303584685235
251 0 4 6 O 1.9453472697695906
251 1 1 4 O 1.771837746521955
251 1 2 3 O 1.803886082877741
251 1 3 6 O 1.8943093728322205
251 1 4 14 O 2.0025586133744
251 2 1 5 O 1.7242146038124142
251 2 2 11 O 1.7933256815202305
251 2 3 4 O 1.92674492343953
251 2 4 14 O 1.9730195133348276
251 9 1 13 O 1.6242130402136292
251 9 2 3 O 1.9482466476296065
251 9 3 8 O 2.0094887409488016
251 9 4 6 O 2.2198806274212135
251 10 1 7 O 1.6642214395927009
251 10 2 11 O 1.9724728135008605
251 10 3 12 O 1.974544504436403
251 10 4 5 O 2.052099900102332
252 0 1 12 O 1.7954169432195963
252 0 2 8 O 1.81077083033718
252 0 3 14 O 1.9059362528689148
252 0 4 6 O 1.9386938902260975
252 1 1 4 O 1.7688157054933678
252 1 2 3 O 1.8054664217315148
252 1 3 6 O 1.9043597349240504
252 1 4 14 O 2.0050648368569033
252 2 1 5 O 1.7241502254734071
252 2 2 11 O 1.7881065404499812
252 2 3 4 O 1.9265484681159724
252 2 4 14 O 1.9741400659527684
252 9 1 13 O 1.6233268309246909
252 9 2 3 O 1.9542274688479844
252 9 3 8 O 2.000381213669035
252 9 4 6 O 2.2194778665262693
252 10 1 7 O 1.6540480645978823
252 10 2 11 O 1.9747255505512662
252 10 3 12 O 1.9773745219355896
252 10 4 5 O 2.048840159700117
253 0 1 12 O 1.79380740326268
253 0 2 8 O 1.8092468046123502
253 0 3 14 O 1.901596697515012
253 0 4 6 O 1.9324730269786434
253 1 1 4 O 1.7679338222908685
253 1 2 3 O 1.806097727145461
253 1 3 6 O 1.9134403570532321
253 1 4 14 O 2.0070102142241333
253 2 1 5 O 1.724706931626356
253 2 2 11 O 1.7842628730094676
253 2 3 4 O 1.9257157111058736
253 2 4 14 O 1.9761176584404079
253 9 1 13 O 1.6223652486416245
253 9 2 3 O 1.9605818014048788
253 9 3 8 O 1.9903220844878349
253 9 4 6 O 2.22039726175295
253 10 1 7 O 1.6450112461621655
253 10 2 11 O 1.9761545992153549
253 10 3 12 O 1.9810222108800295
253 10 4 5 O 2.0464899217929218
254 0 1 12 O 1.792581936760493
254 0 2 8 O 1.8063045147482746
254 0 3 14 O 1.8981691178606819
254 0 4 6 O 1.9271992631796018
254 1 1 4 O 1.7673202878935104
254 1 2 3 O 1.808232562476409
254 1 3 6 O 1.92150800154462
254 1 4 14 O 2.0067750247598757
254 2 1 5 O 1.7246518489248779
254 2 2 11 O 1.7786253118630693
254 2 3 4 O 1.9265866188676801
254 2 4 14 O 1.9778197592298445
254 9 1 13 O 1.6217283989620455
254 9 2 3 O 1.9666857908674684
254 9 3 8 O 1.981073951168911
254 9 4 6 O 2.2200110360086054
254 10 1 7 O 1.6359000580720084
254 10 2 11 O 1.9774387474710815
254 10 3 12 O 1.983883817162689
254 10 4 5 O 2.0429008786527065
255 0 1 12 O 1.7923063354237188
255 0 2 8 O 1.8033873682600754
255 0 3 14 O 1.8948525008559374
255 0 4 6 O 1.9221469766903883
255 1 1 4 O 1.7686958472275556
255 1 2 3 O 1.8085897821230774
255 1 3 6 O 1.927579570342039
255 1 4 14 O 2.0068198723353325
255 2 1 5 O 1.7254961605289072
255 2 2 11 O 1.7735878889978924
255 2 3 4 O 1.9274597272057332
255 2 4 14 O 1.9798863603752614
255 9 1 13 O 1.6206847318340478
255 9 2 8 O 1.9711019760529895
255 9 3 3 O 1.9728370434478362
255 9 4 6 O 2.2200004504504047
255 10 1 7 O 1.6268205186805331
255 10 2 11 O 1.9784258894383684
255 10 3 12 O 1.9859780965559517
255 10 4 5 O 2.040222046739031
256 0 1 12 O 1.7910848667776744
256 0 2 8 O 1.7999972222200789
256 0 3 14 O 1.893306367178857
256 0 4 6 O 1.9171210186109795
256 1 1 4 O 1.7720031038347532
256 1 2 3 O 1.8091337706206247
256 1 3 6 O 1.9327162233499258
256 1 4 14 O 2.0071123536065443
256 2 1 5 O 1.7275225034713728
256 2 2 11 O 1.7689960429576999
256 2 3 4 O 1.927689030938341
256 2 4 14 O 1.9820963649631167
256 9 1 13 O 1.6202829999725357
256 9 2 8 O 1.960827631384258
256 9 3 3 O 1.978749352495156
256 9 4 6 O 2.2196269956909425
256 10 1 7 O 1.6210447248611006
256 10 2 11 O 1.9777573157493313
256 10 3 12 O 1.988603781551267
256 10 4 5 O 2.035416664960764
257 0 1 12 O 1.7898653580646784
257 0 2 8 O 1.7974429059082793
257 0 3 14 O 1.8917386183085654
257 0 4 6 O 1.9133831294333086
257 1 1 4 O 1.7741986923679096
257 1 2 3 O 1.8100466844808178
257 1 3 6 O 1.9377933326337975
257 1 4 14 O 2.005221932854316
257 2 1 5 O 1.7289502595505748
257 2 2 11 O 1.7639742061606227
257 2 3 4 O 1.9296212063511327
257 2 4 14 O 1.983534219518282
257 9 1 13 O 1.6196555189298742
257 9 2 8 O 1.952255106280939
257 9 3 3 O 1.985025944414833
257 9 4 6 O 2.219980630546132
257 10 1 7 O 1.615310806006076
257 10 2 11 O 1.9780677440370944
257 10 3 12 O 1.9912664311939778
257 10 4 5 O 2.029997536944318
258 0 1 12 O 1.7899254174406263
258 0 2 8 O 1.794788009766056
258 0 3 14 O 1.890176975841151
258 0 4 6 O 1.9078912442799247
258 1 1 4 O 1.778532541169826
258 1 2 3 O 1.810417907556153
258 1 3 6 O 1.9429431283493608
258 1 4 14 O 2.0039835328664752
258 2 1 5 O 1.730993934131486
258 2 2 11 O 1.7598153312208642
258 2 3 4 O 1.9309075586366118
258 2 4 14 O 1.9862401667472138
258 9 1 13 O 1.6195224604802492
258 9 2 8 O 1.9427593777923193
258 9 3 3 O 1.9891581133735952
258 9 4 6 O 2.2208941892850276
258 10 1 7 O 1.612738664508295
258 10 2 11 O 1.9780763382640216
258 10 3 12 O 1.9931337135275196
258 10 4 5 O 2.026112040337355
259 0 1 12 O 1.78870959073853
259 0 2 8 O 1.7914870917759913
259 0 3 14 O 1.8905007273206746
259 0 4 6 O 1.905313360053931
259 1 1 4 O 1.7849170849089881
259 1 2 3 O 1.8103253851172725
259 1 3 6 O 1.9450658086553267
259 1 4 14 O 2.001271845602191
259 2 1 5 O 1.734172136784581
259 2 2 11 O 1.7557602342005583
259 2 3 4 O 1.9326093759474523
259 2 4 14 O 1.9885977471575291
259 9 1 13 O 1.6208423735823294
259 9 2 8 O 1.9335009697437444
259 9 3 3 O 1.9944919152505984
259 9 4 6 O 2.2212494231850686
259 10 1 7 O 1.6118452158938839
259 10 2 11 O 1.9780859435322824
259 10 3 12 O 1.995012280663956
259 10 4 5 O 2.020650142899557
260 0 1 12 O 1.787168151014336
260 0 2 8 O 1.7887017638499718
260 0 3 14 O 1.8918192302648793
260 0 4 6 O 1.9020086750590808
260 1 1 4 O 1.7893141144024993
260 1 2 3 O 1.81144638341851
260 1 3 6 O 1.947165632400079
260 1 4 14 O 1.9980898378201117
260 2 1 5 O 1.7361825940839286
260 2 2 11 O 1.7524719683920764
260 2 3 4 O 1.9349514205788216
260 2 4 14 O 1.989826876891555
260 9 1 13 O 1.6216963340897086
260 9 2 8 O 1.9246176243607453
260 9 3 3 O 1.9998374933979013
260 9 4 6 O 2.221613377705491
260 10 1 7 O 1.6134295770190898
260 10 2 11 O 1.9772561796590749
260 10 3 12 O 1.996090428813284
260 10 4 5 O 2.014032770339152
261 0 1 8 O 1.7861139381349667
261 0 2 12 O 1.78723389627659
261 0 3 14 O 1.8921186537846935
261 0 4 6 O 1.8994728216007726
261 1 1 4 O 1.7965316585020148
261 1 2 3 O 1.8105960344593712
261 1 3 6 O 1.9472650050776346
261 1 4 14 O 1.9945057031756013
261 2 1 5 O 1.7393938599408703
261 2 2 11 O 1.7497999885701223
261 2 3 4 O 1.937293730955634
261 2 4 14 O 1.9926750864102256
261 9 1 13 O 1.62217693239671
261 9 2 8 O 1.9157729510565704
261 9 3 3 O 2.0052014861354954
261 9 4 6 O 2.222342457858374
261 10 1 7 O 1.6158715914329334
261 10 2 11 O 1.9761229718820639
261 10 3 12 O 1.997177508385271
261 10 4 5 O 2.007989292800138
262 0 1 8 O 1.783072628918968
262 0 2 12 O 1.7860240759855393
262 0 3 14 O 1.8953231914372812
262 0 4 6 O 1.8983893172897912
262 1 1 4 O 1.8039667402698978
262 1 2 3 O 1.8103375375879491
262 1 3 6 O 1.9473697645799064
262 1 4 14 O 1.988821510342243
262 2 1 5 O 1.7423228747852677
262 2 2 11 O 1.7465262666218335
262 2 3 4 O 1.9406975550043857
262 2 4 14 O 1.99488245267735
262 9 1 13 O 1.6225439901586645
262 9 2 8 O 1.908604202028278
262 9 3 3 O 2.008520599844572
262 9 4 6 O 2.2226997098123715
262 10 1 7 O 1.620498071581698
262 10 2 11 O 1.9749901265575986
262 10 3 12 O 1.998801640983917
262 10 4 5 O 2.001688537210522
263 0 1 8 O 1.7814656886956874
263 0 2 12 O 1.7852568442663932
263 0 3 6 O 1.8971520761393907
263 0 4 14 O 1.8973378718615195
263 1 1 3 O 1.8083379109005042
263 1 2 4 O 1.8125774466212472
263 1 3 6 O 1.9475230422256882
263 1 4 14 O 1.98486901331045
263 2 1 11 O 1.7447277724619392
263 2 2 5 O 1.7455663837276427
263 2 3 4 O 1.9434561996608004
263 2 4 14 O 1.997876372551615
263 9 1 13 O 1.6229621067665134
263 9 2 8 O 1.9006198988751013
263 9 3 3 O 2.0138972168410185
263 9 4 6 O 2.2234311322818163
263 10 1 7 O 1.627370271327334
263 10 2 11 O 1.9728732853379105
263 10 3 5 O 1.9950744347016227
263 10 4 12 O 1.9996172133685988
264 0 1 8 O 1.7800207863954844
264 0 2 12 O 1.7845618509875194
264 0 3 6 O 1.8964416679666158
264 0 4 14 O 1.901368717529559
264 1 1 3 O 1.807336437966103
264 1 2 4 O 1.8208649043792349
264 1 3 6 O 1.9446526682161007
264 1 4 14 O 1.9783604322771926
264 2 1 11 O 1.7441940832372986
264 2 2 5 O 1.749132928053211
264 2 3 4 O 1.9468564405214883
264 2 4 14 O 1.9997622358670541
264 9 1 13 O 1.6249556917036232
264 9 2 8 O 1.8940879071468675
264 9 3 3 O 2.01615301998633
264 9 4 6 O 2.2241641126499636
264 10 1 7 O 1.6341964386205226
264 10 2 11 O 1.971884377949174
264 10 3 5 O 1.9884871133603053
264 10 4 12 O 1.9996674723563417
265 0 1 8 O 1.7784583211309732
265 0 2 12 O 1.7836829875288938
265 0 3 6 O 1.8966607498443153
265 0 4 14 O 1.9054380073883275
265 1 1 3 O 1.80537669199533
265 1 2 4 O 1.8286134091163175
265 1 3 6 O 1.9427477962926634
265 1 4 14 O 1.9725524074153264
265 2 1 11 O 1.7427593063874312
265 2 2 5 O 1.752105590425417
265 2 3 4 O 1.9513226283728686
265 2 4 14 O 2.0021598337795115
265 9 1 13 O 1.6253827241606824
265 9 2 8 O 1.8889081502285916
265 9 3 3 O 2.018632705570778
265 9 4 6 O 2.2245237692593895
265 10 1 7 O 1.6420794743251617
265 10 2 11 O 1.9689461648303135
265 10 3 5 O 1.9816450237113608
265 10 4 12 O 2.0010167415591504
266 0 1 8 O 1.7773733428855065
266 0 2 12 O 1.7837572704827303
266 0 3 6 O 1.8961278965301893
266 0 4 14 O 1.9094363042531688
266 1 1 3 O 1.803436996404366
266 1 2 4 O 1.8375581623448005
266 1 3 6 O 1.9398566957381158
266 1 4 14 O 1.9667867194996007
266 2 1 11 O 1.742858571427986
266 2 2 5 O 1.75660040988268
266 2 3 4 O 1.9547240214413903
266 2 4 14 O 2.0045004365177874
266 9 1 13 O 1.6262121632800561
